Time [s],Monitor Point: CenterVel (Velocity) [m s^-1],Monitor Point: Inlet (Velocity) [m s^-1],Monitor Point: r0Vel (Velocity) [m s^-1],Monitor Point: r1Vel (Velocity) [m s^-1],Monitor Point: r2Vel (Velocity) [m s^-1],Monitor Point: r3Vel (Velocity) [m s^-1],Monitor Point: r4Vel (Velocity) [m s^-1]
0.2910000090,0.5012671350,0.5086323020,0.5012671350,0.4630873200,0.2948573830,0.1281537120,0.0253261272
0.2935000060,0.5012699370,0.5086323020,0.5012699370,0.4630904500,0.2948606010,0.1281524300,0.0253187604
0.2960000040,0.5012727380,0.5086323020,0.5012727380,0.4630934600,0.2948637010,0.1281511930,0.0253116284
0.2985000010,0.5012753610,0.5086323020,0.5012753610,0.4630963800,0.2948667110,0.1281499860,0.0253047235
0.3009999990,0.5012779830,0.5086323020,0.5012779830,0.4630992110,0.2948696320,0.1281488240,0.0252980385
0.3034999970,0.5012804870,0.5086323020,0.5012804870,0.4631019530,0.2948724630,0.1281477060,0.0252915602
0.3059999940,0.5012828710,0.5086323020,0.5012828710,0.4631046060,0.2948752050,0.1281466040,0.0252852850
0.3084999920,0.5012852550,0.5086323020,0.5012852550,0.4631071980,0.2948778570,0.1281455310,0.0252792016
0.3109999900,0.5012875200,0.5086323020,0.5012875200,0.4631096720,0.2948804500,0.1281444880,0.0252733026
0.3134999870,0.5012897250,0.5086323020,0.5012897250,0.4631120860,0.2948829230,0.1281434740,0.0252675824
0.3160000150,0.5012918710,0.5086323020,0.5012918710,0.4631144400,0.2948853370,0.1281425060,0.0252620317
0.3185000120,0.5012939570,0.5086323020,0.5012939570,0.4631167050,0.2948876920,0.1281415370,0.0252566487
0.3210000100,0.5012959840,0.5086323020,0.5012959840,0.4631189110,0.2948899570,0.1281406130,0.0252514221
0.3235000070,0.5012979510,0.5086323020,0.5012979510,0.4631210270,0.2948921620,0.1281397040,0.0252463482
0.3260000050,0.5012998580,0.5086323020,0.5012998580,0.4631231130,0.2948942780,0.1281388250,0.0252414234
0.3285000030,0.5013017060,0.5086323620,0.5013017060,0.4631251100,0.2948963640,0.1281379610,0.0252366383
0.3310000000,0.5013034940,0.5086323620,0.5013034940,0.4631270770,0.2948983610,0.1281371270,0.0252319891
0.3334999980,0.5013052230,0.5086323620,0.5013052230,0.4631289540,0.2949002980,0.1281363070,0.0252274722
0.3359999950,0.5013068910,0.5086323620,0.5013068910,0.4631308020,0.2949022050,0.1281355020,0.0252230838
0.3384999930,0.5013085600,0.5086323620,0.5013085600,0.4631325900,0.2949040530,0.1281347270,0.0252188127
0.3409999910,0.5013101700,0.5086323620,0.5013101700,0.4631343190,0.2949058120,0.1281339680,0.0252146609
0.3434999880,0.5013117190,0.5086323620,0.5013117190,0.4631359880,0.2949075700,0.1281332370,0.0252106227
0.3459999860,0.5013132690,0.5086323620,0.5013132690,0.4631376270,0.2949092390,0.1281325220,0.0252066944
0.3485000130,0.5013147000,0.5086323620,0.5013147000,0.4631392360,0.2949108780,0.1281318220,0.0252028704
0.3510000110,0.5013161300,0.5086323620,0.5013161300,0.4631407860,0.2949124870,0.1281311360,0.0251991525
0.3535000090,0.5013175610,0.5086323620,0.5013175610,0.4631422760,0.2949140370,0.1281304810,0.0251955315
0.3560000060,0.5013188720,0.5086323620,0.5013188720,0.4631437660,0.2949155570,0.1281298400,0.0251920093
0.3585000040,0.5013201830,0.5086323620,0.5013201830,0.4631451670,0.2949170170,0.1281292140,0.0251885764
0.3610000010,0.5013214950,0.5086323620,0.5013214950,0.4631465670,0.2949184480,0.1281286030,0.0251852367
0.3634999990,0.5013227460,0.5086323620,0.5013227460,0.4631479380,0.2949198480,0.1281280070,0.0251819827
0.3659999970,0.5013239980,0.5086323620,0.5013239980,0.4631492500,0.2949212190,0.1281274260,0.0251788124
0.3684999940,0.5013251300,0.5086323620,0.5013251300,0.4631505310,0.2949225310,0.1281268450,0.0251757242
0.3709999920,0.5013263230,0.5086323620,0.5013263230,0.4631517830,0.2949238120,0.1281262930,0.0251727160
0.3734999900,0.5013274550,0.5086323620,0.5013274550,0.4631530050,0.2949250640,0.1281257570,0.0251697823
0.3759999870,0.5013285280,0.5086323620,0.5013285280,0.4631541670,0.2949262860,0.1281252210,0.0251669250
0.3785000150,0.5013296010,0.5086323620,0.5013296010,0.4631553290,0.2949274780,0.1281247140,0.0251641385
0.3810000120,0.5013306740,0.5086323620,0.5013306740,0.4631564620,0.2949286400,0.1281242070,0.0251614228
0.3835000100,0.5013316870,0.5086323620,0.5013316870,0.4631575640,0.2949297730,0.1281237160,0.0251587722
0.3860000070,0.5013326410,0.5086323620,0.5013326410,0.4631586070,0.2949308750,0.1281232390,0.0251561888
0.3885000050,0.5013335940,0.5086323620,0.5013335940,0.4631596510,0.2949319480,0.1281227770,0.0251536686
0.3910000030,0.5013345480,0.5086323620,0.5013345480,0.4631606940,0.2949329910,0.1281223150,0.0251512080
0.3935000000,0.5013354420,0.5086323620,0.5013354420,0.4631616770,0.2949340340,0.1281218830,0.0251488071
0.3959999980,0.5013363960,0.5086323620,0.5013363960,0.4631626310,0.2949350180,0.1281214360,0.0251464657
0.3984999950,0.5013372300,0.5086323620,0.5013372300,0.4631635840,0.2949360010,0.1281210180,0.0251441784
0.4009999930,0.5013380650,0.5086323620,0.5013380650,0.4631644790,0.2949369250,0.1281206160,0.0251419470
0.4034999910,0.5013388990,0.5086323620,0.5013388990,0.4631654020,0.2949378790,0.1281202140,0.0251397677
0.4059999880,0.5013397340,0.5086323620,0.5013397340,0.4631662670,0.2949387730,0.1281198260,0.0251376405
0.4084999860,0.5013405080,0.5086323620,0.5013405080,0.4631671310,0.2949396670,0.1281194240,0.0251355618
0.4110000130,0.5013412830,0.5086323620,0.5013412830,0.4631679360,0.2949405310,0.1281190660,0.0251335315
0.4135000110,0.5013420580,0.5086323620,0.5013420580,0.4631687700,0.2949413660,0.1281186940,0.0251315497
0.4160000090,0.5013427730,0.5086323620,0.5013427730,0.4631695750,0.2949422000,0.1281183360,0.0251296125
0.4185000060,0.5013434890,0.5086323620,0.5013434890,0.4631703500,0.2949430050,0.1281179930,0.0251277201
0.4210000040,0.5013442040,0.5086323620,0.5013442040,0.4631710950,0.2949437800,0.1281176510,0.0251258705
0.4235000010,0.5013448600,0.5086323620,0.5013448600,0.4631718400,0.2949445550,0.1281173230,0.0251240637
0.4259999990,0.5013455750,0.5086323620,0.5013455750,0.4631725550,0.2949453000,0.1281169950,0.0251222979
0.4284999970,0.5013461710,0.5086323620,0.5013461710,0.4631732700,0.2949460450,0.1281166670,0.0251205694
0.4309999940,0.5013468270,0.5086323620,0.5013468270,0.4631739560,0.2949467600,0.1281163540,0.0251188818
0.4334999920,0.5013474820,0.5086323620,0.5013474820,0.4631746110,0.2949474450,0.1281160560,0.0251172315
0.4359999900,0.5013480780,0.5086323620,0.5013480780,0.4631752670,0.2949481310,0.1281157580,0.0251156166
0.4384999870,0.5013486740,0.5086323620,0.5013486740,0.4631759230,0.2949487860,0.1281154750,0.0251140390
0.4410000150,0.5013492110,0.5086323620,0.5013492110,0.4631765480,0.2949494720,0.1281151920,0.0251124967
0.4435000120,0.5013498070,0.5086323620,0.5013498070,0.4631771740,0.2949500980,0.1281149090,0.0251109861
0.4460000100,0.5013503430,0.5086323620,0.5013503430,0.4631777700,0.2949507240,0.1281146410,0.0251095109
0.4485000070,0.5013509390,0.5086323620,0.5013509390,0.4631783370,0.2949513200,0.1281143720,0.0251080655
0.4510000050,0.5013514160,0.5086323620,0.5013514160,0.4631789330,0.2949519160,0.1281141040,0.0251066517
0.4535000030,0.5013519530,0.5086323620,0.5013519530,0.4631794690,0.2949525120,0.1281138510,0.0251052696
0.4560000000,0.5013524890,0.5086323620,0.5013524890,0.4631800350,0.2949530780,0.1281135980,0.0251039155
0.4584999980,0.5013529660,0.5086323620,0.5013529660,0.4631805720,0.2949536440,0.1281133590,0.0251025911
0.4609999950,0.5013534430,0.5086323620,0.5013534430,0.4631810780,0.2949541810,0.1281131210,0.0251012966
0.4634999930,0.5013539200,0.5086323620,0.5013539200,0.4631816150,0.2949547170,0.1281128820,0.0251000281
0.4659999910,0.5013543960,0.5086323620,0.5013543960,0.4631820920,0.2949552540,0.1281126440,0.0250987876
0.4684999880,0.5013548140,0.5086323620,0.5013548140,0.4631825980,0.2949557600,0.1281124350,0.0250975713
0.4709999860,0.5013552900,0.5086323620,0.5013552900,0.4631830750,0.2949562670,0.1281122120,0.0250963811
0.4735000130,0.5013557080,0.5086323620,0.5013557080,0.4631835520,0.2949567440,0.1281119880,0.0250952169
0.4760000110,0.5013561250,0.5086323620,0.5013561250,0.4631839990,0.2949572210,0.1281117800,0.0250940751
0.4785000090,0.5013565420,0.5086323620,0.5013565420,0.4631844460,0.2949576970,0.1281115710,0.0250929594
0.4810000060,0.5013569590,0.5086323620,0.5013569590,0.4631848930,0.2949581440,0.1281113770,0.0250918642
0.4835000040,0.5013573170,0.5086323620,0.5013573170,0.4631853100,0.2949585910,0.1281111690,0.0250907931
0.4860000010,0.5013577340,0.5086323620,0.5013577340,0.4631857280,0.2949590380,0.1281109750,0.0250897426
0.4884999990,0.5013580920,0.5086323620,0.5013580920,0.4631861450,0.2949594560,0.1281107810,0.0250887144
0.4909999970,0.5013585090,0.5086323620,0.5013585090,0.4631865620,0.2949599030,0.1281106020,0.0250877086
0.4934999940,0.5013588670,0.5086323620,0.5013588670,0.4631869490,0.2949603200,0.1281104090,0.0250867195
0.4959999920,0.5013592240,0.5086323620,0.5013592240,0.4631873370,0.2949607070,0.1281102300,0.0250857528
0.4984999900,0.5013595220,0.5086323620,0.5013595220,0.4631877240,0.2949611250,0.1281100660,0.0250848047
0.5009999870,0.5013598800,0.5086323620,0.5013598800,0.4631880820,0.2949614820,0.1281098870,0.0250838753
0.5034999850,0.5013602380,0.5086323620,0.5013602380,0.4631884400,0.2949618700,0.1281097230,0.0250829645
0.5059999820,0.5013605360,0.5086323620,0.5013605360,0.4631887970,0.2949622270,0.1281095450,0.0250820704
0.5084999800,0.5013608340,0.5086323620,0.5013608340,0.4631891550,0.2949626150,0.1281093960,0.0250811968
0.5109999780,0.5013611910,0.5086323620,0.5013611910,0.4631894830,0.2949629720,0.1281092320,0.0250803381
0.5134999750,0.5013614890,0.5086323620,0.5013614890,0.4631898110,0.2949633000,0.1281090680,0.0250794962
0.5159999730,0.5013617870,0.5086323620,0.5013617870,0.4631901380,0.2949636580,0.1281089190,0.0250786729
0.5184999700,0.5013620850,0.5086324210,0.5013620850,0.4631904660,0.2949639860,0.1281087700,0.0250778627
0.5210000280,0.5013623830,0.5086324210,0.5013623830,0.4631907640,0.2949643140,0.1281086210,0.0250770692
0.5235000250,0.5013626220,0.5086324210,0.5013626220,0.4631910920,0.2949646410,0.1281084870,0.0250762925
0.5260000230,0.5013629200,0.5086324210,0.5013629200,0.4631913900,0.2949649690,0.1281083230,0.0250755288
0.5285000210,0.5013631580,0.5086324210,0.5013631580,0.4631916580,0.2949652670,0.1281082030,0.0250747800
0.5310000180,0.5013634560,0.5086324210,0.5013634560,0.4631919560,0.2949655650,0.1281080540,0.0250740461
0.5335000160,0.5013636950,0.5086324210,0.5013636950,0.4631922540,0.2949658630,0.1281079350,0.0250733253
0.5360000130,0.5013639330,0.5086324210,0.5013639330,0.4631925230,0.2949661610,0.1281078010,0.0250726193
0.5385000110,0.5013641720,0.5086324210,0.5013641720,0.4631927910,0.2949664590,0.1281076670,0.0250719264
0.5410000090,0.5013644700,0.5086324210,0.5013644700,0.4631930590,0.2949667270,0.1281075330,0.0250712465
0.5435000060,0.5013647080,0.5086324210,0.5013647080,0.4631932970,0.2949669960,0.1281074140,0.0250705797
0.5460000040,0.5013648870,0.5086324210,0.5013648870,0.4631935660,0.2949672640,0.1281072940,0.0250699259
0.5485000010,0.5013651250,0.5086324210,0.5013651250,0.4631938340,0.2949675320,0.1281071750,0.0250692833
0.5509999990,0.5013653640,0.5086324210,0.5013653640,0.4631940720,0.2949678000,0.1281070560,0.0250686537
0.5534999970,0.5013656020,0.5086324210,0.5013656020,0.4631943110,0.2949680390,0.1281069520,0.0250680353
0.5559999940,0.5013657810,0.5086324210,0.5013657810,0.4631945190,0.2949682770,0.1281068330,0.0250674281
0.5584999920,0.5013660190,0.5086324210,0.5013660190,0.4631947580,0.2949685450,0.1281067130,0.0250668339
0.5609999900,0.5013661980,0.5086324210,0.5013661980,0.4631949960,0.2949687840,0.1281066090,0.0250662491
0.5634999870,0.5013664360,0.5086324210,0.5013664360,0.4631952050,0.2949690220,0.1281065050,0.0250656754
0.5659999850,0.5013666150,0.5086324210,0.5013666150,0.4631954430,0.2949692310,0.1281064000,0.0250651129
0.5684999820,0.5013667940,0.5086324210,0.5013667940,0.4631956520,0.2949694690,0.1281062960,0.0250645597
0.5709999800,0.5013669730,0.5086324210,0.5013669730,0.4631958600,0.2949696780,0.1281062070,0.0250640176
0.5734999780,0.5013671520,0.5086324210,0.5013671520,0.4631960390,0.2949698870,0.1281061020,0.0250634849
0.5759999750,0.5013673310,0.5086324210,0.5013673310,0.4631962480,0.2949700950,0.1281059980,0.0250629615
0.5784999730,0.5013675090,0.5086324210,0.5013675090,0.4631964270,0.2949703340,0.1281058940,0.0250624474
0.5809999700,0.5013676880,0.5086324210,0.5013676880,0.4631966350,0.2949705120,0.1281058040,0.0250619426
0.5835000280,0.5013678670,0.5086324210,0.5013678670,0.4631968140,0.2949707210,0.1281057150,0.0250614472
0.5860000250,0.5013680460,0.5086324210,0.5013680460,0.4631969930,0.2949709300,0.1281056260,0.0250609629
0.5885000230,0.5013682250,0.5086324210,0.5013682250,0.4631971720,0.2949711080,0.1281055360,0.0250604842
0.5910000210,0.5013683440,0.5086324210,0.5013683440,0.4631973510,0.2949712870,0.1281054470,0.0250600148
0.5935000180,0.5013685230,0.5086324210,0.5013685230,0.4631975290,0.2949714660,0.1281053570,0.0250595547
0.5960000160,0.5013686420,0.5086324210,0.5013686420,0.4631977080,0.2949716750,0.1281052680,0.0250591021
0.5985000130,0.5013688210,0.5086324210,0.5013688210,0.4631978570,0.2949718240,0.1281051930,0.0250586588
0.6010000110,0.5013689400,0.5086324210,0.5013689400,0.4631980360,0.2949720030,0.1281051040,0.0250582211
0.6035000090,0.5013691190,0.5086324210,0.5013691190,0.4631981850,0.2949721810,0.1281050150,0.0250577927
0.6060000060,0.5013692380,0.5086324210,0.5013692380,0.4631983340,0.2949723300,0.1281049400,0.0250573717
0.6085000040,0.5013693570,0.5086324210,0.5013693570,0.4631984830,0.2949725090,0.1281048660,0.0250569582
0.6110000010,0.5013695360,0.5086324210,0.5013695360,0.4631986320,0.2949726580,0.1281047910,0.0250565521
0.6134999990,0.5013696550,0.5086324210,0.5013696550,0.4631987810,0.2949728070,0.1281047170,0.0250561535
0.6159999970,0.5013697740,0.5086324210,0.5013697740,0.4631989300,0.2949729560,0.1281046270,0.0250557605
0.6184999940,0.5013698940,0.5086324210,0.5013698940,0.4631990790,0.2949731050,0.1281045530,0.0250553750
0.6209999920,0.5013700130,0.5086324210,0.5013700130,0.4631991980,0.2949732840,0.1281044930,0.0250549968
0.6234999900,0.5013701320,0.5086324210,0.5013701320,0.4631993470,0.2949734030,0.1281044190,0.0250546243
0.6259999870,0.5013702510,0.5086324210,0.5013702510,0.4631994660,0.2949735520,0.1281043440,0.0250542592
0.6284999850,0.5013703700,0.5086324210,0.5013703700,0.4631995860,0.2949737010,0.1281042700,0.0250538997
0.6309999820,0.5013704900,0.5086324210,0.5013704900,0.4631997350,0.2949738200,0.1281042100,0.0250535477
0.6334999800,0.5013706090,0.5086324210,0.5013706090,0.4631998540,0.2949739690,0.1281041350,0.0250531994
0.6359999780,0.5013707280,0.5086324210,0.5013707280,0.4631999730,0.2949740890,0.1281040760,0.0250528585
0.6384999750,0.5013708470,0.5086324210,0.5013708470,0.4632000920,0.2949742080,0.1281040160,0.0250525232
0.6409999730,0.5013709070,0.5086324210,0.5013709070,0.4632002120,0.2949743570,0.1281039420,0.0250521936
0.6434999700,0.5013710260,0.5086324210,0.5013710260,0.4632003310,0.2949744760,0.1281038820,0.0250518713
0.6460000280,0.5013711450,0.5086324210,0.5013711450,0.4632004500,0.2949745950,0.1281038220,0.0250515528
0.6485000250,0.5013712050,0.5086324210,0.5013712050,0.4632005390,0.2949747150,0.1281037480,0.0250512399
0.6510000230,0.5013713240,0.5086324210,0.5013713240,0.4632006590,0.2949748340,0.1281036880,0.0250509325
0.6535000210,0.5013713840,0.5086324210,0.5013713840,0.4632007480,0.2949749230,0.1281036290,0.0250506308
0.6560000180,0.5013715030,0.5086324210,0.5013715030,0.4632008670,0.2949750420,0.1281035690,0.0250503328
0.6585000160,0.5013715620,0.5086324210,0.5013715620,0.4632009570,0.2949751620,0.1281035240,0.0250500403
0.6610000130,0.5013716820,0.5086324210,0.5013716820,0.4632010460,0.2949752510,0.1281034650,0.0250497535
0.6635000110,0.5013717410,0.5086324210,0.5013717410,0.4632011650,0.2949753700,0.1281034050,0.0250494722
0.6660000090,0.5013718610,0.5086324210,0.5013718610,0.4632012550,0.2949754600,0.1281033460,0.0250491947
0.6685000060,0.5013719200,0.5086324210,0.5013719200,0.4632013440,0.2949755490,0.1281032860,0.0250489227
0.6710000040,0.5013720390,0.5086324210,0.5013720390,0.4632014330,0.2949756680,0.1281032410,0.0250486545
0.6735000010,0.5013720990,0.5086324210,0.5013720990,0.4632015230,0.2949757580,0.1281031820,0.0250483919
0.6759999990,0.5013721590,0.5086324210,0.5013721590,0.4632016120,0.2949758470,0.1281031370,0.0250481311
0.6784999970,0.5013722180,0.5086324210,0.5013722180,0.4632017020,0.2949759360,0.1281030770,0.0250478778
0.6809999940,0.5013723370,0.5086324210,0.5013723370,0.4632017610,0.2949760260,0.1281030330,0.0250476263
0.6834999920,0.5013723970,0.5086324210,0.5013723970,0.4632018510,0.2949761150,0.1281029730,0.0250473805
0.6859999900,0.5013724570,0.5086324210,0.5013724570,0.4632019400,0.2949762050,0.1281029280,0.0250471383
0.6884999870,0.5013725160,0.5086324210,0.5013725160,0.4632020000,0.2949762940,0.1281028840,0.0250468999
0.6909999850,0.5013725760,0.5086324210,0.5013725760,0.4632020890,0.2949763830,0.1281028240,0.0250466652
0.6934999820,0.5013726350,0.5086324210,0.5013726350,0.4632021490,0.2949764430,0.1281027790,0.0250464361
0.6959999800,0.5013726950,0.5086324210,0.5013726950,0.4632022380,0.2949765320,0.1281027350,0.0250462107
0.6984999780,0.5013727550,0.5086324210,0.5013727550,0.4632022980,0.2949766220,0.1281026900,0.0250459872
0.7009999750,0.5013728140,0.5086324210,0.5013728140,0.4632023570,0.2949766810,0.1281026450,0.0250457693
0.7034999730,0.5013728740,0.5086324210,0.5013728740,0.4632024470,0.2949767710,0.1281026010,0.0250455532
0.7059999700,0.5013729330,0.5086324210,0.5013729330,0.4632025060,0.2949768300,0.1281025560,0.0250453427
0.7085000280,0.5013729930,0.5086324210,0.5013729930,0.4632025660,0.2949768900,0.1281025110,0.0250451341
0.7110000250,0.5013730530,0.5086324210,0.5013730530,0.4632026260,0.2949769790,0.1281024660,0.0250449292
0.7135000230,0.5013731120,0.5086324210,0.5013731120,0.4632026850,0.2949770390,0.1281024370,0.0250447281
0.7160000210,0.5013731720,0.5086324210,0.5013731720,0.4632027750,0.2949770990,0.1281023770,0.0250445306
0.7185000180,0.5013732310,0.5086324210,0.5013732310,0.4632028340,0.2949771580,0.1281023470,0.0250443369
0.7210000160,0.5013732910,0.5086324210,0.5013732910,0.4632028940,0.2949772180,0.1281023030,0.0250441469
0.7235000130,0.5013732910,0.5086324210,0.5013732910,0.4632029240,0.2949772780,0.1281022580,0.0250439588
0.7260000110,0.5013733510,0.5086324210,0.5013733510,0.4632029830,0.2949773370,0.1281022130,0.0250437725
0.7285000090,0.5013734100,0.5086324210,0.5013734100,0.4632030430,0.2949773970,0.1281021830,0.0250435919
0.7310000060,0.5013734700,0.5086324210,0.5013734700,0.4632031020,0.2949774560,0.1281021390,0.0250434130
0.7335000040,0.5013735290,0.5086324210,0.5013735290,0.4632031620,0.2949775160,0.1281020940,0.0250432361
0.7360000010,0.5013735290,0.5086324210,0.5013735290,0.4632031920,0.2949775760,0.1281020640,0.0250430647
0.7384999990,0.5013735890,0.5086324210,0.5013735890,0.4632032510,0.2949776350,0.1281020340,0.0250428934
0.7409999970,0.5013736490,0.5086324210,0.5013736490,0.4632032810,0.2949776950,0.1281019900,0.0250427276
0.7434999940,0.5013736490,0.5086324210,0.5013736490,0.4632033410,0.2949777540,0.1281019450,0.0250425637
0.7459999920,0.5013737080,0.5086324210,0.5013737080,0.4632033710,0.2949777840,0.1281019150,0.0250424016
0.7484999900,0.5013737680,0.5086324210,0.5013737680,0.4632034300,0.2949778440,0.1281018850,0.0250422433
0.7509999870,0.5013737680,0.5086324210,0.5013737680,0.4632034600,0.2949779030,0.1281018560,0.0250420868
0.7534999850,0.5013738270,0.5086324210,0.5013738270,0.4632035200,0.2949779330,0.1281018110,0.0250419322
0.7559999820,0.5013738870,0.5086324210,0.5013738870,0.4632035490,0.2949779930,0.1281017810,0.0250417814
0.7584999800,0.5013738870,0.5086324210,0.5013738870,0.4632035790,0.2949780230,0.1281017360,0.0250416324
0.7609999780,0.5013739470,0.5086324210,0.5013739470,0.4632036390,0.2949780820,0.1281017070,0.0250414871
0.7634999750,0.5013739470,0.5086324210,0.5013739470,0.4632036690,0.2949781120,0.1281016770,0.0250413436
0.7659999730,0.5013740060,0.5086324210,0.5013740060,0.4632036980,0.2949781420,0.1281016470,0.0250412021
0.7684999700,0.5013740060,0.5086324210,0.5013740060,0.4632037580,0.2949782010,0.1281016170,0.0250410642
0.7710000280,0.5013740660,0.5086324210,0.5013740660,0.4632037880,0.2949782310,0.1281015870,0.0250409264
0.7735000250,0.5013740660,0.5086324210,0.5013740660,0.4632038180,0.2949782610,0.1281015430,0.0250407923
0.7760000230,0.5013741250,0.5086324210,0.5013741250,0.4632038470,0.2949782910,0.1281015130,0.0250406619
0.7785000210,0.5013741250,0.5086324210,0.5013741250,0.4632038770,0.2949783500,0.1281014830,0.0250405315
0.7810000180,0.5013741850,0.5086324210,0.5013741850,0.4632039070,0.2949783800,0.1281014530,0.0250404049
0.7835000160,0.5013741850,0.5086324210,0.5013741850,0.4632039370,0.2949784100,0.1281014230,0.0250402782
0.7860000130,0.5013741850,0.5086324210,0.5013741850,0.4632039670,0.2949784400,0.1281013940,0.0250401553
0.7885000110,0.5013742450,0.5086324210,0.5013742450,0.4632039960,0.2949784700,0.1281013640,0.0250400342
0.7910000090,0.5013742450,0.5086324210,0.5013742450,0.4632040260,0.2949784990,0.1281013340,0.0250399169
0.7935000060,0.5013742450,0.5086324210,0.5013742450,0.4632040560,0.2949785290,0.1281013040,0.0250397995
0.7960000040,0.5013743040,0.5086324210,0.5013743040,0.4632040860,0.2949785590,0.1281012890,0.0250396840
0.7985000010,0.5013743040,0.5086324210,0.5013743040,0.4632041160,0.2949785890,0.1281012590,0.0250395704
0.8009999990,0.5013743640,0.5086324210,0.5013743640,0.4632041160,0.2949786190,0.1281012300,0.0250394605
0.8034999970,0.5013743640,0.5086324210,0.5013743640,0.4632041450,0.2949786480,0.1281012000,0.0250393506
0.8059999940,0.5013743640,0.5086324210,0.5013743640,0.4632041750,0.2949786780,0.1281011850,0.0250392444
0.8084999920,0.5013743640,0.5086324210,0.5013743640,0.4632042050,0.2949787080,0.1281011550,0.0250391383
0.8109999900,0.5013744240,0.5086324210,0.5013744240,0.4632042350,0.2949787380,0.1281011250,0.0250390340
0.8134999870,0.5013744240,0.5086324210,0.5013744240,0.4632042650,0.2949787680,0.1281010960,0.0250389315
0.8159999850,0.5013744240,0.5086324210,0.5013744240,0.4632042650,0.2949787680,0.1281010660,0.0250388328
0.8184999820,0.5013744830,0.5086324210,0.5013744830,0.4632042940,0.2949787970,0.1281010510,0.0250387322
0.8209999800,0.5013744830,0.5086324210,0.5013744830,0.4632043240,0.2949788270,0.1281010210,0.0250386354
0.8234999780,0.5013744830,0.5086324210,0.5013744830,0.4632043240,0.2949788570,0.1281010060,0.0250385404
0.8259999750,0.5013744830,0.5086324210,0.5013744830,0.4632043540,0.2949788570,0.1281009760,0.0250384472
0.8284999730,0.5013744830,0.5086324210,0.5013744830,0.4632043540,0.2949788870,0.1281009470,0.0250383560
0.8309999700,0.5013745430,0.5086324210,0.5013745430,0.4632043840,0.2949789170,0.1281009320,0.0250382647
0.8335000280,0.5013745430,0.5086324210,0.5013745430,0.4632043840,0.2949789170,0.1281009020,0.0250381771
0.8360000250,0.5013745430,0.5086324210,0.5013745430,0.4632044140,0.2949789460,0.1281008870,0.0250380896
0.8385000230,0.5013745430,0.5086324210,0.5013745430,0.4632044140,0.2949789460,0.1281008570,0.0250380039
0.8410000210,0.5013745430,0.5086324210,0.5013745430,0.4632044430,0.2949789760,0.1281008270,0.0250379182
0.8435000180,0.5013746020,0.5086324210,0.5013746020,0.4632044430,0.2949790060,0.1281008120,0.0250378363
0.8460000160,0.5013746020,0.5086324210,0.5013746020,0.4632044730,0.2949790060,0.1281007830,0.0250377543
0.8485000130,0.5013746020,0.5086324210,0.5013746020,0.4632044730,0.2949790360,0.1281007680,0.0250376742
0.8510000110,0.5013746020,0.5086324210,0.5013746020,0.4632045030,0.2949790360,0.1281007530,0.0250375979
0.8535000090,0.5013746020,0.5086324210,0.5013746020,0.4632045030,0.2949790360,0.1281007230,0.0250375196
0.8560000060,0.5013746020,0.5086324210,0.5013746020,0.4632045030,0.2949790660,0.1281006930,0.0250374433
0.8585000040,0.5013746020,0.5086324210,0.5013746020,0.4632045330,0.2949790660,0.1281006780,0.0250373706
0.8610000010,0.5013746020,0.5086324210,0.5013746020,0.4632045330,0.2949790950,0.1281006630,0.0250372961
0.8634999990,0.5013746620,0.5086324210,0.5013746620,0.4632045330,0.2949790950,0.1281006340,0.0250372253
0.8659999970,0.5013746620,0.5086324210,0.5013746620,0.4632045630,0.2949791250,0.1281006190,0.0250371546
0.8684999940,0.5013746620,0.5086324210,0.5013746620,0.4632045630,0.2949791250,0.1281006040,0.0250370856
0.8709999920,0.5013746620,0.5086324210,0.5013746620,0.4632045630,0.2949791250,0.1281005740,0.0250370167
0.8734999900,0.5013746620,0.5086324210,0.5013746620,0.4632045630,0.2949791550,0.1281005590,0.0250369497
0.8759999870,0.5013746620,0.5086324210,0.5013746620,0.4632045920,0.2949791550,0.1281005440,0.0250368845
0.8784999850,0.5013746620,0.5086324210,0.5013746620,0.4632045920,0.2949791550,0.1281005290,0.0250368193
0.8809999820,0.5013746620,0.5086324210,0.5013746620,0.4632045920,0.2949791850,0.1281005140,0.0250367578
0.8834999800,0.5013746620,0.5086324210,0.5013746620,0.4632045920,0.2949791850,0.1281004850,0.0250366945
0.8859999780,0.5013746620,0.5086324210,0.5013746620,0.4632045920,0.2949791850,0.1281004700,0.0250366349
0.8884999750,0.5013746620,0.5086324210,0.5013746620,0.4632045920,0.2949791850,0.1281004550,0.0250365734
0.8909999730,0.5013746620,0.5086324210,0.5013746620,0.4632046220,0.2949792150,0.1281004400,0.0250365157
0.8934999700,0.5013746620,0.5086324210,0.5013746620,0.4632046220,0.2949792150,0.1281004250,0.0250364579
0.8960000280,0.5013746620,0.5086324210,0.5013746620,0.4632046220,0.2949792150,0.1281003950,0.0250364002
0.8985000250,0.5013746620,0.5086324210,0.5013746620,0.4632046220,0.2949792150,0.1281003800,0.0250363462
0.9010000230,0.5013746620,0.5086324210,0.5013746620,0.4632046220,0.2949792150,0.1281003650,0.0250362903
0.9035000210,0.5013746620,0.5086324210,0.5013746620,0.4632046220,0.2949792440,0.1281003500,0.0250362381
