Time [s],Monitor Point: CenterVel (Velocity) [m s^-1],Monitor Point: Inlet (Velocity) [m s^-1],Monitor Point: r0Vel (Velocity) [m s^-1],Monitor Point: r1Vel (Velocity) [m s^-1],Monitor Point: r2Vel (Velocity) [m s^-1],Monitor Point: r3Vel (Velocity) [m s^-1],Monitor Point: r4Vel (Velocity) [m s^-1]
5.2934999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426605
5.2960000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426605
5.2985000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426605
5.3010001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426605
5.3035001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426605
5.3060002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426605
5.3084998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426605
5.3109998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3134999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3159999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3185000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3210001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3235001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3260002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3284997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3309998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3334999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3359999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426624
5.3385000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3410000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3435001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3460001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3484997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3509998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3534998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3559999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3585000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3610000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3635001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426643
5.3660001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3685002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3709998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3734998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3759999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3784999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3810000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3835001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3860001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3885002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3909997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3934998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426661
5.3959999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426680
5.3984999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426680
5.4010000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426680
5.4035000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426680
5.4060001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426680
5.4085001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4109997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4134998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4159998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4184999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4210000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4235000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4260001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4285001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4310002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4334998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4359998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426698
5.4384999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4409999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4435000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4460001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4485001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4510002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4534997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4559998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4584999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4609999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4635000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4660000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426717
5.4685001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4710001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4734997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4759998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4784998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4809999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4835000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4860000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4885001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4910001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4935002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995160,0.0250426736
5.4959998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426736
5.4984998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426736
5.5009999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5034999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5060000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5085001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5110001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5135002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5159997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5184998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5209999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5234999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5260000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5285000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5310001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426754
5.5335001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5359997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5384998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5409998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5434999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5460000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5485000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5510001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5535001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5560002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5584998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5609998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5634999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426773
5.5659999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5685000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5710001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5735001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5760002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5784997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5809998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5834999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5859999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5885000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5910000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5935001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5960001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426792
5.5984997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426810
5.6009998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426810
5.6034998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426810
5.6059999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426810
5.6085000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995310,0.0250426810
5.6110000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426810
5.6135001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426810
5.6160001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6185002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6209998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6234998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6259999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6284999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6310000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6335001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6360001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6385002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6409997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6434998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6459999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6484999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426829
5.6510000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6535000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6560001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6585001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6609997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6634998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6659998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6684999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6710000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6735000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6760001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6785001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6810002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6834998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426847
5.6859998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.6884999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.6909999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.6935000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.6960001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.6985001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7010002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7034997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7059998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7084999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7109999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7135000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7160000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7185001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426866
5.7210001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7234997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7259998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7284998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7309999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7335000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7360000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7385001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7410001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7435002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7459998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7484998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7509999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7534999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7560000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426885
5.7585001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7610001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7635002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7659997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7684998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7709999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7734999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7760000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7785000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7810001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7835001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7859997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7884998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7909998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7934999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426903
5.7960000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.7985000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8010001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8035001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8060002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8084998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8109998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8134999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8159999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8185000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8210001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8235001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8260002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949693800,0.1280995460,0.0250426922
5.8284997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426922
5.8309998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426922
5.8334999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426922
5.8359999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426941
5.8385000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426941
5.8410000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426941
5.8435001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426941
5.8460001900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426941
5.8484997700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426941
5.8509998300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426941
5.8534998900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426941
5.8559999500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426959
5.8585000000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426959
5.8610000600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426959
5.8635001200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426959
5.8660001800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426959
5.8685002300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426959
5.8709998100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995460,0.0250426959
5.8734998700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8759999300,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8784999800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8810000400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8835001000,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8860001600,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8885002100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8909997900,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8934998500,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426959
5.8959999100,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426978
5.8984999700,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426978
5.9010000200,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426978
5.9035000800,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426978
5.9060001400,0.5013635160,0.5086324810,0.5013635160,0.4631942210,0.2949694100,0.1280995610,0.0250426978
