 Y [ m ], Velocity [ m s^-1 ]
0.0148596829,0.3490512967
0.0148746977,0.3471279144
0.0148897124,0.3452050984
0.0149047272,0.3432829082
0.0149197420,0.3413613141
0.0149347568,0.3394403756
0.0149497716,0.3375200629
0.0149647864,0.3356003761
0.0149798011,0.3336813748
0.0149948159,0.3317630291
0.0150098307,0.3298453391
0.0150248455,0.3279283345
0.0150398603,0.3260120750
0.0150548751,0.3240965307
0.0150698898,0.3221817315
0.0150849046,0.3202675879
0.0150999194,0.3183542490
0.0151149342,0.3164417148
0.0151299490,0.3145298958
0.0151449637,0.3126189411
0.0151599785,0.3107087612
0.0151749933,0.3087135255
0.0151900081,0.3061469495
0.0152050229,0.3035811186
0.0152200377,0.3010160625
0.0152350524,0.2984517813
0.0152500672,0.2958883047
0.0152650820,0.2933257222
0.0152800968,0.2907639444
0.0152951116,0.2882030308
0.0153101264,0.2856430411
0.0153251411,0.2830839157
0.0153401559,0.2805258036
0.0153551707,0.2779686749
0.0153701855,0.2755405605
0.0153852003,0.2731348872
0.0154002151,0.2707296610
0.0154152298,0.2683248520
0.0154302446,0.2659205198
0.0154452594,0.2635166943
0.0154602742,0.2611133158
0.0154752890,0.2587103844
0.0154903037,0.2563080490
0.0155053185,0.2539062202
0.0155203333,0.2515048981
0.0155353481,0.2491041273
0.0155503629,0.2467039377
0.0155653777,0.2443043441
0.0155803924,0.2419053763
0.0155954072,0.2395070046
0.0156104220,0.2371093035
0.0156254377,0.2347120941
0.0156404525,0.2323157191
0.0156554673,0.2299200147
0.0156704821,0.2275251001
0.0156854969,0.2251309007
0.0157005116,0.2227374911
0.0157155264,0.2203448862
0.0157305412,0.2179530710
0.0157455560,0.2155621350
0.0157605708,0.2131721079
0.0157755855,0.2107829303
0.0157906003,0.2083947212
0.0158056151,0.2060075253
0.0158206299,0.2036212981
0.0158356447,0.2012361288
0.0158506595,0.1988520473
0.0158656742,0.1964690983
0.0158806890,0.1940873116
0.0158957038,0.1917067170
0.0159107186,0.1893273741
0.0159257334,0.1869493574
0.0159407482,0.1845726669
0.0159557629,0.1821974069
0.0159707777,0.1798236221
0.0159857925,0.1774512827
0.0160008073,0.1750805974
0.0160158221,0.1727115214
0.0160308369,0.1703441739
0.0160458516,0.1679786295
